Date,State,District,Soil_Type,pH,EC,N,P,K,OC
26-09-2016,Punjab,Patiala,Alluvial,6.8,0.67,191,27,203,0.93
05-11-2019,Himachal Pradesh,Shimla,Sandy Loam,5.9,0.46,111,7,115,0.44
01-06-2025,Meghalaya,Shillong,Loamy,5.9,0.54,183,39,233,0.98
28-06-2021,Uttar Pradesh,Lucknow,Alluvial,6.9,0.78,213,36,341,1.11
18-02-2020,Tripura,Agartala,Loamy,7.5,1.11,126,40,355,1.15
03-01-2015,Bihar,Gaya,Alluvial,6.8,0.54,246,50,212,0.81
14-09-2019,Odisha,Bhubaneswar,Red,6.3,0.55,169,23,170,0.74
25-07-2015,Maharashtra,Nashik,Red,6.4,0.63,95,16,160,0.8
30-01-2020,Rajasthan,Udaipur,Desert,6.3,0.35,66,5,68,0.18
09-02-2015,Manipur,Imphal,Loamy,6.5,0.68,238,38,264,0.92
07-10-2020,Assam,Dibrugarh,Laterite,5.9,0.37,100,12,138,0.59
18-03-2023,Meghalaya,Shillong,Loamy,7.4,0.73,173,43,223,1.26
06-03-2022,Maharashtra,Mumbai,Red,5.3,0.39,96,13,191,0.82
05-10-2016,Himachal Pradesh,Kangra,Sandy Loam,7,0.32,60,15,87,0.43
11-03-2019,Gujarat,Vadodara,Black,7.9,1.17,192,42,253,1.16
22-12-2024,Maharashtra,Mumbai,Red,6.2,0.88,157,15,123,0.58
22-03-2020,Goa,North Goa,Loamy,6.4,0.5,253,24,229,1.16
30-11-2022,Rajasthan,Udaipur,Sandy,7,0.62,87,17,74,0.7
29-09-2023,Manipur,Imphal,Loamy,5.7,0.05,232,35,257,0.75
20-09-2024,Haryana,Hisar,Sandy,7.4,1.25,59,11,114,0.6
20-04-2022,Puducherry,Puducherry,Loamy,7.4,1.28,246,20,364,0.88
13-11-2020,Andhra Pradesh,Visakhapatnam,Black,6.3,0.22,203,19,154,0.61
17-07-2024,Lakshadweep,Kavaratti,Loamy,5.9,0.16,170,26,303,0.78
20-01-2024,Chhattisgarh,Raipur,Loamy,6.2,0.35,274,30,251,1.04
16-06-2017,Chandigarh,Chandigarh,Loamy,6.3,0.54,220,22,345,0.91
21-12-2017,Sikkim,Gangtok,Loamy,6.5,0.6,211,24,264,0.9
03-07-2018,Punjab,Ludhiana,Alluvial,7,0.13,194,29,395,1.2
21-02-2022,Meghalaya,Shillong,Loamy,7.2,0.83,280,22,294,1.2
31-01-2023,Gujarat,Rajkot,Sandy,7.2,1.08,74,12,107,0.79
23-07-2021,Gujarat,Rajkot,Sandy,6.6,0.51,91,18,73,0.61
01-11-2016,Arunachal Pradesh,Itanagar,Loamy,6.7,0.13,253,25,319,0.86
01-10-2023,Maharashtra,Mumbai,Black,7.9,1.72,231,39,254,1.28
14-02-2019,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.5,0.36,169,14,249,1.15
22-06-2021,Maharashtra,Nashik,Red,5.5,0.2,104,10,121,0.68
15-10-2024,Chhattisgarh,Raipur,Loamy,5.2,0.66,229,18,204,1.01
19-12-2016,Karnataka,Hubli,Laterite,5.8,0.59,94,22,100,0.8
07-12-2017,Chhattisgarh,Raipur,Loamy,6.6,0.44,197,32,245,1.09
12-07-2024,Andaman and Nicobar Islands,Port Blair,Loamy,5.9,0.39,210,28,198,0.84
09-05-2020,Karnataka,Hubli,Laterite,5.9,0.07,125,11,179,0.82
05-03-2018,Chhattisgarh,Raipur,Loamy,5.8,0.31,214,16,184,0.96
17-12-2023,Lakshadweep,Kavaratti,Loamy,6.3,0.41,194,16,308,0.71
07-09-2015,Ladakh,Leh,Sandy Loam,6.7,0.44,72,20,75,0.9
19-06-2021,Manipur,Imphal,Loamy,6.4,0.09,205,24,217,0.95
07-03-2020,Odisha,Bhubaneswar,Red,6.4,1.01,87,23,233,0.45
01-06-2024,Sikkim,Gangtok,Loamy,6.6,0.37,273,33,279,1.24
01-08-2024,Puducherry,Puducherry,Loamy,6.2,0.54,206,17,347,1.12
28-01-2020,Mizoram,Aizawl,Loamy,7.4,1.49,167,19,228,0.85
25-10-2022,Kerala,Thrissur,Red,6,0.17,106,12,172,0.55
12-02-2019,Tripura,Agartala,Loamy,6.3,0.01,132,23,330,1.14
08-04-2024,Mizoram,Aizawl,Loamy,7.1,0.47,169,44,248,0.7
11-10-2024,Jharkhand,Ranchi,Loamy,6.5,0.06,134,28,185,1.2
20-05-2025,West Bengal,Howrah,Alluvial,7.5,0.8,244,43,359,1.12
19-05-2024,Nagaland,Kohima,Loamy,7.1,1.18,163,40,296,1.04
07-12-2021,Nagaland,Kohima,Loamy,7,0.78,244,42,328,0.9
19-05-2018,Lakshadweep,Kavaratti,Loamy,6.4,0.33,278,33,221,1
03-05-2025,Maharashtra,Pune,Red,6.1,0.76,140,20,221,0.64
13-02-2015,Meghalaya,Shillong,Loamy,7.1,0.32,258,28,232,0.72
21-11-2024,Nagaland,Kohima,Loamy,5.6,0.15,125,18,300,1.05
03-03-2022,Meghalaya,Shillong,Loamy,5.6,0.11,171,36,269,1.22
05-08-2016,Mizoram,Aizawl,Loamy,6.1,0.53,185,19,286,0.73
30-08-2023,Gujarat,Ahmedabad,Black,5.7,0.23,207,29,212,1.1
12-07-2018,Kerala,Kozhikode,Laterite,5.5,0.25,179,24,150,0.6
21-01-2023,Puducherry,Puducherry,Loamy,7,0.44,231,19,334,1.03
08-08-2015,Jharkhand,Ranchi,Loamy,7.2,0.68,200,19,278,0.77
09-04-2020,Chhattisgarh,Raipur,Loamy,6.9,0.36,155,24,306,1.01
20-02-2023,Rajasthan,Udaipur,Sandy,6.3,0.37,90,11,140,0.61
14-08-2024,Assam,Tinsukia,Laterite,6.5,0.79,160,15,204,0.57
14-09-2021,Odisha,Bhubaneswar,Red,6.2,0.12,108,18,101,0.6
03-07-2024,Jammu and Kashmir,Srinagar,Loamy,8,1.52,138,44,299,1.14
06-08-2022,Goa,North Goa,Loamy,6.2,0.41,142,31,308,0.91
17-09-2017,Maharashtra,Pune,Red,6.1,0.25,101,20,160,0.91
25-01-2023,Bihar,Muzaffarpur,Alluvial,7.7,1.79,179,48,350,1.4
18-12-2019,Nagaland,Kohima,Loamy,6.9,0.67,190,18,337,1.02
26-12-2024,Andaman and Nicobar Islands,Port Blair,Loamy,6,0.58,147,19,233,0.96
07-05-2017,Jammu and Kashmir,Srinagar,Loamy,6.1,0.25,268,19,239,0.98
14-03-2017,Meghalaya,Shillong,Loamy,6.8,0.89,140,19,240,0.96
04-05-2016,Punjab,Ludhiana,Alluvial,7.1,0.57,269,42,205,0.89
26-09-2024,Telangana,Warangal,Black,6,0.78,187,26,304,0.84
16-11-2019,Jammu and Kashmir,Srinagar,Loamy,6.4,0.49,163,18,356,0.93
02-02-2019,Odisha,Bhubaneswar,Red,5.7,0.19,183,26,190,0.72
24-12-2024,Bihar,Gaya,Alluvial,6.3,0.1,289,29,360,1.3
05-03-2023,Delhi,New Delhi,Loamy,6.1,0.73,220,33,181,1.11
01-12-2022,Arunachal Pradesh,Itanagar,Loamy,6.8,0.48,135,38,260,0.7
02-09-2019,Madhya Pradesh,Bhopal,Black,6.5,0.45,207,18,151,0.75
17-08-2024,Chandigarh,Chandigarh,Loamy,5.8,0.04,263,41,291,0.88
23-02-2024,Puducherry,Puducherry,Loamy,7.2,0.88,144,39,348,1.25
03-05-2021,Chandigarh,Chandigarh,Loamy,7.1,0.76,173,24,281,0.99
23-02-2015,Telangana,Hyderabad,Red,6.2,0.33,151,23,221,0.75
19-01-2022,Delhi,New Delhi,Loamy,5.7,0.08,251,29,253,1.11
31-10-2024,Jharkhand,Ranchi,Loamy,6.6,0.77,174,25,245,1.33
07-09-2016,Nagaland,Kohima,Loamy,7,0.69,279,45,322,0.85
18-12-2017,Odisha,Bhubaneswar,Red,6.9,0.55,159,21,112,0.97
23-01-2020,Gujarat,Ahmedabad,Sandy,6.7,0.14,105,11,59,0.71
09-07-2023,Odisha,Bhubaneswar,Laterite,4.4,0.4,97,12,89,0.73
22-01-2024,Telangana,Warangal,Red,7.6,1.43,158,33,224,0.58
12-08-2017,Manipur,Imphal,Loamy,7.1,0.47,257,39,333,0.73
30-08-2021,Tamil Nadu,Coimbatore,Alluvial,7.2,0.59,201,29,215,1.18
18-06-2019,Bihar,Patna,Alluvial,6.3,0.67,245,34,234,1.12
13-08-2022,Bihar,Purnia,Alluvial,6.4,0.5,242,22,246,1.14
26-07-2022,Chhattisgarh,Raipur,Loamy,7.2,1.19,199,27,257,1.24
11-10-2016,Tamil Nadu,Madurai,Red,6.8,0.77,112,20,182,0.92
05-06-2021,Karnataka,Belgaum,Black,7.2,0.47,182,16,317,0.94
30-01-2016,Karnataka,Bangalore,Black,7.1,0.51,192,36,301,0.92
23-12-2023,Madhya Pradesh,Bhopal,Black,8.1,0.97,178,34,247,0.86
21-09-2018,Maharashtra,Nagpur,Black,6.8,0.47,128,33,179,1.19
25-03-2022,Haryana,Hisar,Alluvial,6.6,0.15,233,17,357,0.93
29-05-2025,Tripura,Agartala,Loamy,6.4,0.6,255,38,241,1.22
05-01-2022,Nagaland,Kohima,Loamy,6.5,0.53,218,17,287,1.04
24-11-2023,Nagaland,Kohima,Loamy,6,0.26,227,30,199,0.88
09-09-2021,Jharkhand,Ranchi,Loamy,6.6,1.19,267,19,285,1.09
06-01-2016,Gujarat,Surat,Sandy,6.7,0.31,142,13,57,0.78
07-05-2017,Maharashtra,Nagpur,Black,6.1,0.19,173,31,241,0.58
01-03-2017,Manipur,Imphal,Loamy,7,1.07,220,25,194,1.2
19-10-2016,Meghalaya,Shillong,Loamy,6.9,0.46,196,40,220,0.92
12-04-2024,Arunachal Pradesh,Itanagar,Loamy,6.2,0.19,168,25,283,0.68
15-08-2022,Chandigarh,Chandigarh,Loamy,6.4,0.44,120,36,223,0.8
24-10-2018,Chandigarh,Chandigarh,Loamy,6.3,0.56,273,34,291,1.1
19-01-2016,Nagaland,Kohima,Loamy,6.6,0.45,145,36,340,0.89
10-10-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.4,0.62,179,17,274,0.84
13-08-2025,Madhya Pradesh,Bhopal,Red,5.7,0.56,172,28,240,0.92
27-12-2021,Punjab,Ludhiana,Alluvial,6,0.23,167,39,340,0.89
27-08-2015,Jammu and Kashmir,Srinagar,Loamy,6.7,0.31,189,24,360,1.25
14-07-2015,Tamil Nadu,Coimbatore,Alluvial,6.8,0.64,200,22,284,1.18
18-06-2022,Delhi,New Delhi,Loamy,5.4,0.55,115,38,333,0.63
07-01-2024,Jammu and Kashmir,Srinagar,Loamy,7.4,1.45,181,41,264,1.05
09-10-2020,Ladakh,Leh,Sandy Loam,6,0.39,115,5,88,0.52
26-02-2018,Punjab,Amritsar,Alluvial,6.9,0.59,165,42,347,1.36
26-04-2023,Assam,Dibrugarh,Alluvial,8.7,1.7,228,34,292,1.16
25-06-2022,Haryana,Gurgaon,Alluvial,7.5,0.95,160,35,243,1.52
08-07-2020,Lakshadweep,Kavaratti,Loamy,6.6,0.31,221,36,226,1.05
05-06-2015,Andaman and Nicobar Islands,Port Blair,Loamy,7.1,0.62,251,31,208,0.93
11-06-2024,Gujarat,Ahmedabad,Sandy,6.7,0.09,69,8,72,0.33
10-02-2025,Arunachal Pradesh,Itanagar,Loamy,6.8,0.25,191,28,304,1.12
19-07-2025,Rajasthan,Udaipur,Sandy,6.9,0.64,53,14,107,0.44
11-07-2017,Goa,North Goa,Loamy,6.3,0.07,187,37,248,0.96
25-12-2022,West Bengal,Kolkata,Alluvial,9.2,2.45,307,31,358,1.13
29-01-2023,Ladakh,Leh,Sandy Loam,8.2,1.64,155,26,187,1
28-07-2025,Lakshadweep,Kavaratti,Loamy,6,0.39,145,19,234,1.05
29-05-2019,Himachal Pradesh,Shimla,Sandy Loam,6.6,0.14,89,10,160,0.65
05-05-2023,Karnataka,Belgaum,Laterite,6.7,1.51,141,28,198,0.74
09-08-2024,Tamil Nadu,Coimbatore,Red,5.9,0.4,95,20,213,0.65
01-09-2017,Karnataka,Bangalore,Red,6.6,0.45,188,24,108,0.44
15-05-2018,Arunachal Pradesh,Itanagar,Loamy,6.1,0.57,276,38,307,0.68
01-09-2021,Assam,Kamrup,Laterite,5.9,1.16,122,14,183,0.78
21-09-2024,Karnataka,Hubli,Laterite,4.7,0.08,153,10,179,0.55
20-12-2019,Jammu and Kashmir,Srinagar,Loamy,7.3,1.4,179,34,326,1.21
13-01-2023,Manipur,Imphal,Loamy,6.5,0.45,159,20,311,1.1
17-04-2017,Karnataka,Mysore,Red,5.9,0.69,147,12,110,0.49
30-06-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.1,0.55,161,35,340,0.9
25-09-2018,West Bengal,Kolkata,Red,6.1,0.58,172,27,140,0.81
15-07-2021,West Bengal,Kolkata,Red,6.1,0.71,99,24,209,0.93
23-07-2015,Lakshadweep,Kavaratti,Loamy,6.8,0.56,245,24,302,1.13
10-06-2015,Tripura,Agartala,Loamy,6.4,0.35,174,19,259,1.17
20-11-2024,Punjab,Amritsar,Alluvial,5.9,0.33,154,45,380,1.12
27-01-2016,West Bengal,Kolkata,Red,6,0.37,172,19,239,0.99
07-02-2017,Tripura,Agartala,Loamy,6.5,0.86,209,42,310,1.09
06-04-2025,Karnataka,Belgaum,Red,5.8,0.75,74,13,104,0.63
07-03-2022,Odisha,Bhubaneswar,Red,6.6,1.54,126,20,189,1.02
25-01-2022,West Bengal,Kolkata,Red,5.5,0.02,126,16,227,0.41
29-12-2017,Andhra Pradesh,Chittoor,Alluvial,7.2,0.47,281,22,400,1.35
19-01-2023,Chhattisgarh,Raipur,Loamy,7.9,1.13,274,30,197,0.84
09-02-2016,Jharkhand,Ranchi,Loamy,7,0.71,262,28,351,0.94
30-08-2016,Puducherry,Puducherry,Loamy,7.2,0.58,174,34,257,0.73
04-04-2025,Ladakh,Leh,Sandy Loam,5.6,0.68,78,17,76,0.59
03-06-2019,Arunachal Pradesh,Itanagar,Loamy,6.2,0.66,192,26,282,1.03
21-03-2019,Nagaland,Kohima,Loamy,7,1.41,153,32,331,1.19
15-11-2022,Madhya Pradesh,Bhopal,Red,7.4,1.38,197,18,173,0.92
27-09-2023,Chhattisgarh,Raipur,Loamy,6.8,0.2,207,14,241,0.87
12-01-2020,Punjab,Amritsar,Alluvial,6.6,0.25,189,49,302,0.86
20-11-2016,Arunachal Pradesh,Itanagar,Loamy,6,0.25,182,41,329,0.91
17-04-2025,Karnataka,Belgaum,Laterite,6.5,1.1,97,18,135,0.98
28-01-2023,Chandigarh,Chandigarh,Loamy,7.3,1.04,142,33,313,1.26
25-05-2018,Lakshadweep,Kavaratti,Loamy,6.7,0.89,193,21,255,0.92
04-10-2020,Lakshadweep,Kavaratti,Loamy,6.7,0.87,228,23,242,1.08
01-01-2016,West Bengal,Darjeeling,Red,5.8,0.65,128,15,201,0.73
19-09-2019,Jharkhand,Ranchi,Loamy,6,0.49,190,18,319,0.76
15-10-2024,Sikkim,Gangtok,Loamy,6.8,0.47,149,37,231,1.1
12-06-2025,Mizoram,Aizawl,Loamy,6.8,0.9,198,42,300,0.79
05-07-2025,Sikkim,Gangtok,Loamy,7.3,1.02,214,29,206,1.26
30-03-2016,Odisha,Bhubaneswar,Red,6.5,0.69,105,24,138,0.83
14-04-2015,Mizoram,Aizawl,Loamy,7.1,0.35,242,18,303,0.77
18-03-2015,Telangana,Nizamabad,Black,7.2,0.41,230,25,153,0.98
18-08-2015,Ladakh,Leh,Sandy Loam,6.7,0.26,105,23,135,0.73
21-04-2020,Lakshadweep,Kavaratti,Loamy,6.8,0.68,253,42,240,0.82
12-02-2024,Ladakh,Leh,Sandy Loam,7.5,0.73,70,15,158,0.56
18-02-2024,West Bengal,Darjeeling,Alluvial,6.6,0.22,186,46,245,1.4
06-07-2021,Maharashtra,Pune,Black,7.1,0.24,219,28,282,1.09
20-04-2018,Ladakh,Leh,Sandy Loam,6.4,0.16,73,23,132,0.49
11-06-2017,Goa,North Goa,Loamy,6.9,0.67,256,38,190,1.13
06-07-2025,Himachal Pradesh,Mandi,Loamy,5.5,0.46,186,24,180,1.13
23-04-2019,Rajasthan,Udaipur,Sandy,6.7,0.73,142,11,80,0.48
28-06-2022,Kerala,Ernakulam,Red,5,0.82,88,17,210,0.39
05-09-2020,Chandigarh,Chandigarh,Loamy,6.8,1.04,158,42,193,1.08
01-03-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,8,2.31,216,47,378,1.06
03-08-2019,Bihar,Purnia,Alluvial,6.3,0.41,274,35,302,1.44
26-10-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.1,0.36,180,42,328,1.13
14-08-2017,Uttarakhand,Dehradun,Loamy,6.7,0.43,244,25,293,0.92
17-10-2022,Tripura,Agartala,Loamy,5.5,0.01,163,14,204,1.01
19-01-2018,Chhattisgarh,Raipur,Loamy,6.8,0.25,135,37,315,1.21
02-12-2021,Goa,North Goa,Loamy,6.7,0.13,206,26,311,1.04
05-03-2022,Chhattisgarh,Raipur,Loamy,6,0.05,271,13,316,0.7
10-11-2021,Uttarakhand,Dehradun,Loamy,6.4,0.81,236,37,300,1.2
14-01-2019,Haryana,Hisar,Alluvial,7.2,0.85,242,28,388,1.51
31-12-2015,Himachal Pradesh,Mandi,Loamy,6.8,0.52,206,18,245,1.29
16-12-2022,Manipur,Imphal,Loamy,8.6,2.25,226,31,231,1.37
26-08-2019,Ladakh,Leh,Sandy Loam,7.9,0.97,76,22,124,0.55
17-12-2015,Gujarat,Ahmedabad,Black,7.4,0.56,224,33,175,0.87
15-03-2025,Lakshadweep,Kavaratti,Loamy,6.5,0.85,209,26,243,0.79
03-07-2024,Haryana,Karnal,Alluvial,7.5,1.04,282,38,371,1.41
19-04-2021,Manipur,Imphal,Loamy,6.5,0.17,223,35,309,0.75
29-09-2022,Odisha,Bhubaneswar,Laterite,4.9,0.08,170,18,178,0.62
19-03-2020,Goa,North Goa,Loamy,6.9,0.31,262,38,354,1.18
21-10-2022,Odisha,Bhubaneswar,Laterite,5.7,0.2,158,13,71,0.46
08-10-2017,West Bengal,Howrah,Red,6.3,0.21,169,18,184,0.88
11-11-2021,Mizoram,Aizawl,Loamy,6.6,0.44,163,32,345,1.06
28-04-2025,Odisha,Bhubaneswar,Laterite,4.8,0.94,157,14,116,0.4
12-02-2023,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.5,0.23,161,15,199,0.67
13-05-2016,Karnataka,Belgaum,Laterite,5.5,0.45,159,23,168,0.61
07-08-2017,Manipur,Imphal,Loamy,6.9,0.91,133,34,270,1.2
17-06-2020,Jharkhand,Ranchi,Loamy,6.6,0.82,213,45,203,1.19
08-08-2020,Tamil Nadu,Madurai,Red,5.9,0.39,178,22,172,0.56
22-05-2016,Assam,Cachar,Alluvial,6.4,0.65,167,24,344,1.47
20-08-2018,Assam,Dibrugarh,Alluvial,6.4,0.3,276,36,206,1.43
23-12-2021,Nagaland,Kohima,Loamy,6.1,0.11,182,18,253,0.82
21-10-2022,Tripura,Agartala,Loamy,6.8,1.17,214,40,307,1.3
30-03-2022,Punjab,Amritsar,Alluvial,6.5,0.19,255,36,188,1.08
15-06-2015,Andaman and Nicobar Islands,Port Blair,Loamy,6.5,0.57,265,23,252,1.09
18-07-2024,Sikkim,Gangtok,Loamy,7.8,2.3,242,33,342,1.03
14-11-2021,Manipur,Imphal,Loamy,6,0.28,245,30,304,0.87
08-07-2017,Jharkhand,Ranchi,Loamy,6.7,0.22,260,35,334,1.15
24-04-2015,Rajasthan,Udaipur,Desert,7.8,0.16,49,5,64,0.24
05-08-2024,Andaman and Nicobar Islands,Port Blair,Loamy,6.1,0.31,152,29,176,1.05
18-09-2017,Lakshadweep,Kavaratti,Loamy,6.3,0.63,150,44,340,1.16
20-05-2024,Jharkhand,Ranchi,Loamy,6.1,0.48,168,19,360,0.79
05-05-2020,Madhya Pradesh,Bhopal,Red,6.1,0.8,201,17,213,0.48
24-04-2025,Tamil Nadu,Chennai,Alluvial,6.5,0.05,251,31,253,1.15
04-03-2021,Tamil Nadu,Chennai,Alluvial,7.3,0.69,207,48,330,1.02
06-07-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.7,0.3,137,17,342,0.84
12-06-2018,Bihar,Muzaffarpur,Alluvial,6.8,0.26,170,43,360,1.29
14-08-2024,Assam,Cachar,Alluvial,6.1,0.45,205,41,353,1.25
19-05-2024,Rajasthan,Jaipur,Desert,7.2,0.2,71,8,83,0.32
29-05-2016,Arunachal Pradesh,Itanagar,Loamy,6.4,0.56,143,37,295,1.06
16-05-2018,Bihar,Patna,Alluvial,6.5,0.09,209,29,219,1.2
09-12-2016,Andhra Pradesh,Visakhapatnam,Red,6.3,0.75,151,16,185,1
29-09-2025,Manipur,Imphal,Loamy,5.8,0.2,251,30,313,0.74
02-10-2023,Delhi,New Delhi,Loamy,7.4,0.64,183,17,219,1.31
25-12-2020,Goa,North Goa,Loamy,6.6,0.44,247,30,240,0.93
05-12-2015,Gujarat,Vadodara,Black,7.2,0.63,223,34,303,1.04
28-01-2022,Odisha,Bhubaneswar,Red,7.2,1.02,148,27,136,0.92
09-03-2015,Andhra Pradesh,Krishna,Alluvial,7.4,0.38,242,21,353,1.19
16-05-2019,Odisha,Bhubaneswar,Laterite,5.9,0.04,142,17,152,0.49
14-04-2019,Uttar Pradesh,Varanasi,Sandy,6.9,0.59,99,12,88,0.78
18-01-2016,Kerala,Thrissur,Red,6.8,0.46,156,24,251,0.66
19-01-2015,Sikkim,Gangtok,Loamy,6.5,0.34,136,30,211,0.74
23-06-2022,Madhya Pradesh,Bhopal,Red,7.4,1.18,114,16,136,0.95
22-08-2024,West Bengal,Darjeeling,Alluvial,6,0.04,225,29,213,0.98
22-10-2020,Maharashtra,Nagpur,Red,5.7,0.46,173,18,200,0.76
26-07-2016,Sikkim,Gangtok,Loamy,6.8,0.37,269,16,182,0.84
06-03-2023,Chandigarh,Chandigarh,Loamy,7.2,0.88,160,42,197,0.92
25-03-2025,Punjab,Ludhiana,Alluvial,6.4,0.09,234,35,392,1.2
23-07-2018,Uttarakhand,Dehradun,Loamy,6.8,0.96,133,27,283,1.16
17-07-2023,Puducherry,Puducherry,Loamy,5.7,0.33,260,22,310,0.77
08-03-2021,Andhra Pradesh,Chittoor,Red,6.9,1.07,153,31,133,0.5
12-12-2022,Manipur,Imphal,Loamy,7,0.51,179,18,199,1.08
27-04-2020,Lakshadweep,Kavaratti,Loamy,5.7,0.4,222,36,300,0.61
12-10-2016,Haryana,Gurgaon,Alluvial,6.2,0.5,278,27,377,0.88
04-07-2019,Delhi,New Delhi,Loamy,6.3,0.32,221,44,297,0.91
20-09-2017,Nagaland,Kohima,Loamy,6.6,0.12,210,28,240,1.12
05-07-2022,Andaman and Nicobar Islands,Port Blair,Loamy,7.1,0.46,163,35,320,0.88
31-01-2022,Lakshadweep,Kavaratti,Loamy,5.7,0.05,158,31,194,0.87
08-05-2025,Delhi,New Delhi,Loamy,5.6,0.1,162,16,174,0.69
07-12-2023,Chhattisgarh,Raipur,Loamy,8.7,2.2,286,26,313,0.9
31-08-2018,Nagaland,Kohima,Loamy,6.8,0.32,178,18,245,0.98
19-06-2017,Jharkhand,Ranchi,Loamy,6.3,0.5,213,25,248,0.96
13-12-2024,Ladakh,Leh,Sandy Loam,7.6,1.65,105,26,191,0.96
12-08-2019,Delhi,New Delhi,Loamy,6.3,0.17,214,19,317,1.1
28-09-2022,Tamil Nadu,Chennai,Red,6,0.03,160,19,172,0.89
05-05-2019,Chhattisgarh,Raipur,Loamy,7.5,1.12,182,31,254,0.85
07-04-2020,Puducherry,Puducherry,Loamy,7.8,1.21,286,24,312,1.36
17-11-2019,Telangana,Hyderabad,Red,6.7,0.84,146,29,249,0.71
10-02-2018,Mizoram,Aizawl,Loamy,7.2,0.46,219,35,207,1.18
26-01-2021,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.4,0.54,212,22,217,0.92
09-09-2024,Gujarat,Surat,Black,5.9,0.06,154,13,293,0.54
07-04-2025,Mizoram,Aizawl,Loamy,4.8,1.27,131,9,162,1.1
28-04-2020,West Bengal,Kolkata,Alluvial,6.1,0.19,215,26,203,1.31
03-11-2017,Sikkim,Gangtok,Loamy,7.3,0.62,132,20,259,0.9
05-10-2019,Manipur,Imphal,Loamy,6.2,0.3,225,32,328,0.88
15-10-2015,Manipur,Imphal,Loamy,6.2,0.48,245,22,226,0.79
14-02-2021,Tripura,Agartala,Loamy,6.2,0.09,233,37,224,1.18
09-02-2023,Rajasthan,Jaipur,Desert,8.4,0.77,100,12,103,0.47
01-11-2023,Arunachal Pradesh,Itanagar,Loamy,5.8,0.16,143,22,306,0.68
10-05-2019,Uttarakhand,Dehradun,Loamy,6.7,0.17,261,38,310,0.67
04-07-2022,Lakshadweep,Kavaratti,Loamy,6.1,0.28,128,21,174,1.05
12-10-2019,Rajasthan,Udaipur,Sandy,6.3,0.03,100,5,72,0.37
14-01-2023,Bihar,Gaya,Alluvial,6.7,0.36,247,28,221,0.84
23-11-2021,Odisha,Bhubaneswar,Laterite,5.7,0.78,100,18,91,0.85
03-01-2018,Arunachal Pradesh,Itanagar,Loamy,6.1,0.11,135,41,304,1.25
13-05-2021,Uttar Pradesh,Kanpur,Sandy,5.8,0.18,125,15,41,0.56
28-07-2017,Puducherry,Puducherry,Loamy,6.9,1,278,41,343,1.02
05-03-2025,Maharashtra,Pune,Red,8.6,2.64,146,39,281,1.03
07-05-2024,Manipur,Imphal,Loamy,6.1,0.33,180,14,236,0.9
19-12-2018,Punjab,Patiala,Alluvial,6.5,0.72,293,47,295,1.33
24-07-2016,Puducherry,Puducherry,Loamy,6.6,0.71,223,22,331,1.05
22-10-2024,Ladakh,Leh,Sandy Loam,6.5,0.43,116,10,153,0.82
14-12-2022,Odisha,Bhubaneswar,Laterite,5.2,0.59,84,13,111,0.87
27-09-2017,Himachal Pradesh,Kangra,Loamy,6.3,0.57,211,27,277,0.77
20-04-2018,Gujarat,Rajkot,Black,7.6,0.53,191,21,193,0.89
10-11-2021,Chandigarh,Chandigarh,Loamy,6.5,0.72,193,24,237,1.3
06-07-2017,Madhya Pradesh,Bhopal,Red,5.8,0.44,145,28,196,0.8
18-02-2020,Uttarakhand,Dehradun,Loamy,6.3,0.95,206,19,258,0.76
12-04-2017,Jammu and Kashmir,Srinagar,Loamy,6.7,0.79,206,32,271,1.04
02-08-2023,Madhya Pradesh,Bhopal,Black,6,0.07,244,32,197,0.96
26-11-2022,Manipur,Imphal,Loamy,6.2,0.32,250,23,302,0.78
14-02-2024,Himachal Pradesh,Kangra,Loamy,6.3,0.11,118,37,324,1.18
18-02-2021,Tamil Nadu,Chennai,Red,5.8,0.1,130,25,157,0.55
06-08-2019,Ladakh,Leh,Sandy Loam,6.7,0.73,72,11,152,0.78
07-09-2016,Assam,Dibrugarh,Alluvial,7.2,0.51,219,46,206,1.37
10-02-2016,Puducherry,Puducherry,Loamy,6.6,0.64,173,34,304,0.81
16-10-2019,Odisha,Bhubaneswar,Laterite,5.7,0.1,112,15,128,0.92
22-06-2025,West Bengal,Howrah,Alluvial,8.9,2.66,274,50,431,1.13
10-03-2023,Tamil Nadu,Madurai,Alluvial,5.7,0.27,269,40,290,1.15
31-07-2022,Gujarat,Surat,Sandy,6.6,0.38,139,8,95,0.61
03-04-2015,Kerala,Kozhikode,Laterite,5.2,0.29,170,15,80,0.6
13-10-2021,Maharashtra,Nashik,Black,8.2,0.95,197,35,289,0.87
15-10-2016,Manipur,Imphal,Loamy,6.9,0.43,154,24,248,1.06
06-08-2024,Assam,Kamrup,Alluvial,6.3,0.47,219,34,281,1
07-07-2024,Manipur,Imphal,Loamy,6,0.26,128,11,194,1.07
